Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
10439,4039683,65561.0,65602.0,1937,1,100,71.5,75.3,4.0,0.6,4042.1,61.62,40.640978999999994,-73.945623,17.0,830.0,5.307277107919509,8.304519637885141,4.120986493168521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10546,4843984,102198.0,102198.0,1957,1,100,66.3,70.2,3.0,0.6,4945.4,48.39,40.650673,-73.965166,14.0,506.0,5.708106446136256,8.506213130573075,3.8792931808052273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,4442391,789880.0,70000.0,1955,1,100,1.6,1.8,,0.0,3807.6,54.39,,,,,1.791759469228055,8.24475434837715,3.9961803134348695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,5033155,112700.0,117850.0,1928,1,100,61.9,67.8,10.3,0.0,,,40.755155,-73.99131899999999,4.0,115.0,5.430222437427975,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14208,2746846,122640.0,122640.0,1959,2,100,99.0,104.2,4.4,0.8,6268.3,51.11,,,,,6.322565239927284,8.743260464487543,3.933980172780188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10749,4926081,87027.0,87027.0,1955,1,100,66.2,66.0,3.4,0.5,,,40.634803000000005,-73.951065,14.0,770.0,5.527840524826286,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7090,5857264,52800.0,52800.0,1936,1,100,101.6,106.1,5.9,0.9,8318.3,157.54,40.849452,-73.9081,5.0,23301.0,5.420977379283924,9.026213186014587,5.059679394275178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7020,5729414,117000.0,117000.0,1990,3,100,145.2,151.7,10.4,1.2,,,40.83915,-73.910622,4.0,225.0,6.522680860521707,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7213,3109613,127774.0,127774.0,2009,1,100,74.0,,,,8304.0,59.41,40.841533,-73.921573,4.0,21302.0,5.971771913762246,9.024492605405669,4.08446256236765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3261,2655843,127782.0,57000.0,1936,1,100,37.0,35.7,9.3,0.0,3766.4,66.08,40.780694,-73.985513,7.0,159.0,2.4765384001174837,8.233874917065958,4.190866129212723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14317,2612580,169643.0,167857.0,1937,1,100,71.8,74.3,4.5,0.6,,,,,,,6.216805681965679,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555,2817630,57120.0,55227.0,1928,1,100,95.3,,,,,,40.663975,-73.934348,9.0,355.0,5.524655808758766,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3778,4069600,323504.0,428000.0,1904,1,100,169.5,171.7,19.4,0.1,39194.6,91.58,40.761559000000005,-73.974681,5.0,102.0,5.589119566336061,10.576294261187407,4.5172129072289495,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6105,4735323,79482.0,79482.0,1925,1,100,111.1,110.5,4.4,1.0,7635.4,96.06,40.854302000000004,-73.93171600000001,12.0,279.0,6.000176487710004,8.940550606588202,4.564972996236678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2818096,1329229.0,1417972.0,1957,1,100,119.2,117.3,21.8,,34570.5,22.11,40.760549,-73.976421,5.0,104.0,,10.450755996218655,3.096029994869355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13393,4926123,54545.0,68181.0,1926,1,100,11.7,11.4,3.0,0.0,,,,,,,1.4586150226995167,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13666,2815369,129838.0,144427.0,1962,1,100,62.2,65.1,2.8,0.5,,,,,,,6.003393117973256,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7860,4387469,54900.0,54900.0,1930,1,100,86.3,92.3,3.7,0.1,5009.0,91.24,40.866205,-73.88857900000001,7.0,40502.0,5.6910349018336985,8.518991573357617,4.5134933974161875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13779,4392104,96774.0,96774.0,1959,1,90,135.0,145.0,4.2,0.1,2222.0,22.96,,,,,6.749111185542539,7.706162970199576,3.133753571451366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7392,4495637,88511.0,88209.0,1980,1,100,9.6,10.0,2.9,0.0,,,40.829029,-73.887148,3.0,123.0,-0.6931471805599453,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13783,2677900,146735.0,166496.0,1954,1,100,84.5,89.9,4.5,0.1,5912.6,35.51,,,,,6.7271921752030455,8.684840945976399,3.5698143469549963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8849,2683849,65766.0,59766.0,1953,1,100,81.3,86.6,3.3,0.8,2349.3,39.31,40.889726,-73.912543,8.0,30701.0,5.400873954873129,7.761872690425002,3.671478939433769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9078,2705512,79900.0,65321.0,1922,1,100,65.6,73.0,11.7,,2141.7,23.48,40.692662,-73.991843,2.0,9.0,5.159629846774143,7.669355185176524,3.1561489949598958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8706,2734604,112390.0,87075.0,1983,1,100,81.7,86.4,6.4,0.6,3367.0,38.67,40.877629,-73.91905,8.0,29302.0,5.612397912854348,8.121777419161074,3.6550641056192057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14618,2665166,61210.0,64600.0,1957,1,100,94.2,99.1,4.0,0.9,,,,,,,5.618224586294555,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,2705508,275609.0,246417.0,1912,1,100,31.1,32.8,6.1,,,,40.749256,-73.98648,5.0,76.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12873,4035682,238443.0,251690.0,1963,1,100,68.7,72.4,4.7,0.5,,,,,,,6.573680166960646,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11812,4040717,229456.0,137987.0,2011,1,95,90.8,90.6,26.0,0.0,,,40.64458,-73.913225,18.0,960.0,2.714694743820879,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1884,3098765,258412.0,272412.0,1910,1,100,64.6,67.2,13.1,,,,40.749802,-73.987953,5.0,101.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5833,2721240,65058.0,75904.0,1929,1,100,86.1,90.4,5.0,0.7,6007.1,79.14,40.826571,-73.950826,9.0,229.0,5.627621113690637,8.700697381956479,4.371218435957278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6822,2665257,75924.0,75914.0,1925,1,100,83.4,83.4,5.5,,,,40.812191,-73.90649,1.0,31.0,5.912691865942586,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9340,4770253,63300.0,63300.0,1921,1,100,69.8,73.4,5.3,0.6,2010.8,31.77,40.674315,-73.967385,8.0,207.0,5.14574876790343,7.60628793181842,3.4585224482814247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13037,4414531,119194.0,96356.0,1955,1,100,91.2,97.2,4.7,0.8,,,,,,,5.943586466863518,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,4043676,190359.0,200066.0,1929,1,100,64.1,68.5,4.5,0.0,4626.7,23.13,40.784451000000004,-73.981082,7.0,167.0,6.582163633457136,8.439599149977683,3.141130476243348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4586,2805180,354310.0,377225.0,2007,1,100,58.4,61.1,8.9,0.3,11152.7,28.62,40.767378,-73.956296,8.0,124.0,6.347038885602681,9.319436900040456,3.3541057741283047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,4039173,350000.0,294839.0,1964,1,100,140.2,138.1,8.6,1.1,14726.9,49.95,40.736236,-73.99414,5.0,54.0,7.455067111318538,9.597431032453906,3.9110225050945626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9114,4039887,88516.0,89000.0,2008,1,100,84.2,,13.0,,271.1,3.05,40.682553999999996,-73.99642,6.0,67.0,5.2235938203521,5.60248775650462,1.1151415906193203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12955,4408017,167217.0,167196.0,1959,1,100,63.3,67.7,3.6,0.6,6669.6,39.89,,,,,6.110801929696603,8.805315167096404,3.686125665917315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10608,3447389,75042.0,87549.0,1926,1,100,94.6,101.3,3.8,0.9,10411.1,118.92,40.647902,-73.96060899999999,14.0,51002.0,5.934894195619588,9.250627823653865,4.778450998129897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7742,2720950,136770.0,137410.0,1938,1,100,22.7,22.2,3.2,0.1,15446.6,112.41,40.873453000000005,-73.899635,8.0,26702.0,4.399375273008495,9.645144193383178,4.722152901473706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14606,3895836,51000.0,59500.0,1927,1,100,19.0,19.0,3.2,0.1,,,,,,,3.2347491740244907,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12285,4495081,72449.0,72449.0,2010,1,100,70.2,72.7,8.3,0.4,3537.1,48.82,,,,,5.0530560099802075,8.171062461353177,3.888140064964814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6751,2558930,196432.0,196432.0,1928,3,100,29.5,29.5,3.4,0.1,,,40.831025,-73.92925,4.0,189.0,5.305789381386738,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,3113806,143840.0,98000.0,1963,1,100,107.5,106.0,8.5,,,,40.767255,-73.968441,8.0,122.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6064,4836183,55380.0,58150.0,1924,1,100,126.5,134.8,4.7,0.1,,,40.853235,-73.929039,12.0,277.0,6.154858094016418,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9986,5846464,55053.0,55053.0,2008,1,100,56.2,59.2,7.9,0.3,,,40.715374,-73.941508,1.0,477.0,4.446174454497633,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12925,2720333,387200.0,387219.0,1960,1,100,99.6,,4.9,,,,,,,,7.473125904599923,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11535,5870202,174788.0,272100.0,1992,1,100,83.9,85.3,8.2,0.6,,,40.572984000000005,-73.994003,13.0,340.0,6.686734473048906,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8745,5966023,345000.0,345000.0,1962,1,100,104.0,111.3,4.5,0.1,39478.1,114.43,40.884141,-73.90601600000001,8.0,285.0,7.696121726123017,10.58350136675611,4.739963282329623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,2383290,261940.0,237037.0,1965,1,100,112.8,,6.8,0.0,11823.0,46.36,40.730263,-73.98938100000001,3.0,42.0,7.427679385733387,9.377802065863113,3.836437018471551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3779,2652078,310000.0,246605.0,1927,1,80,68.7,69.3,16.6,,10340.8,33.36,40.761946,-73.974699,5.0,102.0,,9.243852514508632,3.507357577490546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,3859715,55776.0,55776.0,1935,1,100,72.4,71.8,4.2,0.1,7312.6,131.11,40.87853,-73.868647,12.0,378.0,5.451896454476337,8.897354166660282,4.876036665511311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,4410162,205296.0,164069.0,2005,1,100,97.1,100.9,12.0,0.6,13040.0,71.24,40.688638,-73.986402,2.0,41.0,6.283947576500805,9.475776835480644,4.266054458421461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5900,2771493,53384.0,45384.0,1922,1,100,152.9,158.4,9.9,1.2,14498.2,271.58,40.837103000000006,-73.940497,12.0,245.0,5.815323849389109,9.58177978277188,5.604256755270649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,3121053,106464.0,112801.0,1970,1,100,61.4,67.2,3.5,0.5,5378.6,46.78,,,,,5.734634938138965,8.59018339624361,3.845455761156033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,4038887,118694.0,140606.0,1930,1,100,67.0,72.6,4.0,,4832.4,34.37,40.756391,-73.966251,6.0,98.0,6.324538157794388,8.48309851764541,3.5371840908617425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13375,5850164,196420.0,196420.0,1974,1,100,66.3,69.3,11.3,0.3,9920.5,50.51,,,,,5.751937516543248,9.202358602234526,3.9221713364799613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5770,2643964,58596.0,58000.0,1920,1,100,101.3,109.2,3.6,0.1,,,40.824597,-73.943168,9.0,231.0,5.937800022522289,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,2665701,59119.0,65031.0,1900,1,100,71.8,71.6,3.5,0.6,2154.7,33.13,40.787867999999996,-73.977582,7.0,171.0,5.329816033607408,7.675406781710188,3.5004392163118045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,2710657,132930.0,89960.0,1985,1,100,90.8,92.6,10.8,0.6,71391.6,793.59,,,,,5.553734478412542,11.175935494347895,6.67656695508482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,4996896,157823.0,87712.0,2013,1,100,20.9,20.9,6.1,,,,40.801082,-73.94742099999999,10.0,190.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8695,3109946,58795.0,58795.0,1975,1,100,164.5,168.6,23.4,0.9,4798.8,81.62,40.881096,-73.90888100000001,8.0,289.0,5.623295223743515,8.476121165640773,4.402074329977659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4234,2694374,95707.0,97169.0,1928,1,100,73.5,81.0,4.9,,4058.0,39.26,40.771531,-73.964861,8.0,130.0,6.071661089102259,8.30844552038576,3.670206188848315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6310,4406123,57428.0,57248.0,1930,1,100,136.8,136.1,5.1,0.1,11613.4,202.86,40.865561,-73.92383000000001,12.0,291.0,6.219197550755999,9.359914882809981,5.312516085947849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10322,1547924,158402.0,148939.0,2002,1,100,112.0,118.1,17.3,0.6,2091.0,14.04,40.651356,-73.86881,5.0,1070.0,6.01713229385656,7.645397699428633,2.641910398597665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2736,2694259,418114.0,350000.0,1961,1,100,80.7,80.3,4.8,0.3,16771.3,44.61,40.763752000000004,-73.977622,5.0,137.0,6.463497366154817,9.727424371192628,3.797958049140173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,2669097,52943.0,56140.0,1920,1,100,89.6,98.4,3.7,,,,40.858425,-73.92876600000001,12.0,283.0,5.780743515792329,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12538,4419450,108732.0,114168.0,1936,1,100,20.7,20.4,3.4,0.1,4862.3,42.59,,,,,3.9721769282478934,8.489266855975396,3.751619483935122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12462,2734744,108384.0,126448.0,1941,1,100,69.8,73.8,5.2,0.5,5680.6,44.92,,,,,5.870990393640108,8.644812139939157,3.8048831298702424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14210,4412512,114780.0,124600.0,1940,1,100,102.0,105.7,7.2,0.0,14393.7,115.52,,,,,6.552079835376488,9.574545889833045,4.749443675144516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12602,3529567,52000.0,53040.0,1942,1,100,120.8,126.9,10.4,0.9,4665.7,87.96,,,,,5.499624223253072,8.447993155615098,4.47688216568656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10539,4405290,95100.0,95092.0,1962,1,100,106.5,112.6,4.7,1.0,,,40.655356,-73.951064,17.0,820.0,6.124464548569226,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
